id,codice,titolo_it,titolo_en,livello,codice_padre,livello_padre,ordine,created_at,updated_at
963,27.52.00,Fabbricazione di apparecchi non elettrici per uso domestico,Manufacture of non-electric domestic appliances,6,27.52.0,5,963,2026-01-30 14:17:49,2026-01-30 14:17:49
964,27.9,Fabbricazione di altre apparecchiature elettriche,Manufacture of other electrical equipment,3,27,2,964,2026-01-30 14:17:49,2026-01-30 14:17:49
965,27.90,Fabbricazione di altre apparecchiature elettriche,Manufacture of other electrical equipment,4,27.9,3,965,2026-01-30 14:17:49,2026-01-30 14:17:49
966,27.90.0,Fabbricazione di altre apparecchiature elettriche,Manufacture of other electrical equipment,5,27.90,4,966,2026-01-30 14:17:49,2026-01-30 14:17:49
967,27.90.01,Fabbricazione di apparecchiature elettriche per saldatura e brasatura,Manufacture of electrical welding and soldering equipment,6,27.90.0,5,967,2026-01-30 14:17:49,2026-01-30 14:17:49
968,27.90.02,Fabbricazione di insegne elettriche e apparecchiature elettriche di segnalazione,Manufacture of electrical signs and electrical signalling equipment,6,27.90.0,5,968,2026-01-30 14:17:49,2026-01-30 14:17:49
969,27.90.03,"Fabbricazione di capacitori, resistenze, condensatori elettrici e simili","Manufacture of electrical capacitors, resistors, condensers and similar components",6,27.90.0,5,969,2026-01-30 14:17:49,2026-01-30 14:17:49
970,27.90.04,"Fabbricazione di apparecchiature elettriche per parrucchieri, solarium e centri estetici","Manufacture of electrical equipment for hairdressers, solariums and beauty centres",6,27.90.0,5,970,2026-01-30 14:17:49,2026-01-30 14:17:49
971,27.90.09,Fabbricazione di altre apparecchiature elettriche n.c.a.,Manufacture of other electrical equipment n.e.c.,6,27.90.0,5,971,2026-01-30 14:17:49,2026-01-30 14:17:49
972,28,Fabbricazione di macchinari e apparecchiature n.c.a.,Manufacture of machinery and equipment n.e.c.,2,C,1,972,2026-01-30 14:17:49,2026-01-30 14:17:49
973,28.1,Fabbricazione di macchine di impiego generale,Manufacture of general-purpose machinery,3,28,2,973,2026-01-30 14:17:49,2026-01-30 14:17:49
974,28.11,"Fabbricazione di motori e turbine, esclusi i motori per aeromobili, veicoli e motocicli","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",4,28.1,3,974,2026-01-30 14:17:49,2026-01-30 14:17:49
975,28.11.1,"Fabbricazione di motori, esclusi motori per aeromobili, veicoli e motocicli","Manufacture of engines, except aircraft, vehicle and cycle engines",5,28.11,4,975,2026-01-30 14:17:49,2026-01-30 14:17:49
976,28.11.10,"Fabbricazione di motori, esclusi motori per aeromobili, veicoli e motocicli","Manufacture of engines, except aircraft, vehicle and cycle engines",6,28.11.1,5,976,2026-01-30 14:17:49,2026-01-30 14:17:49
977,28.11.2,Fabbricazione di turbine,Manufacture of turbines,5,28.11,4,977,2026-01-30 14:17:49,2026-01-30 14:17:49
978,28.11.20,Fabbricazione di turbine,Manufacture of turbines,6,28.11.2,5,978,2026-01-30 14:17:49,2026-01-30 14:17:49
979,28.12,Fabbricazione di apparecchiature fluidodinamiche,Manufacture of fluid power equipment,4,28.1,3,979,2026-01-30 14:17:49,2026-01-30 14:17:49
980,28.12.0,Fabbricazione di apparecchiature fluidodinamiche,Manufacture of fluid power equipment,5,28.12,4,980,2026-01-30 14:17:49,2026-01-30 14:17:49
981,28.12.00,Fabbricazione di apparecchiature fluidodinamiche,Manufacture of fluid power equipment,6,28.12.0,5,981,2026-01-30 14:17:49,2026-01-30 14:17:49
982,28.13,Fabbricazione di altre pompe e compressori,Manufacture of other pumps and compressors,4,28.1,3,982,2026-01-30 14:17:49,2026-01-30 14:17:49
983,28.13.0,Fabbricazione di altre pompe e compressori,Manufacture of other pumps and compressors,5,28.13,4,983,2026-01-30 14:17:49,2026-01-30 14:17:49
984,28.13.00,Fabbricazione di altre pompe e compressori,Manufacture of other pumps and compressors,6,28.13.0,5,984,2026-01-30 14:17:49,2026-01-30 14:17:49
985,28.14,Fabbricazione di altri rubinetti e valvole,Manufacture of other taps and valves,4,28.1,3,985,2026-01-30 14:17:49,2026-01-30 14:17:49
986,28.14.0,Fabbricazione di altri rubinetti e valvole,Manufacture of other taps and valves,5,28.14,4,986,2026-01-30 14:17:49,2026-01-30 14:17:49
987,28.14.00,Fabbricazione di altri rubinetti e valvole,Manufacture of other taps and valves,6,28.14.0,5,987,2026-01-30 14:17:49,2026-01-30 14:17:49
988,28.15,"Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione","Manufacture of bearings, gears, gearing and driving elements",4,28.1,3,988,2026-01-30 14:17:49,2026-01-30 14:17:49
989,28.15.0,"Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione","Manufacture of bearings, gears, gearing and driving elements",5,28.15,4,989,2026-01-30 14:17:49,2026-01-30 14:17:49
990,28.15.00,"Fabbricazione di cuscinetti, ingranaggi e organi di trasmissione","Manufacture of bearings, gears, gearing and driving elements",6,28.15.0,5,990,2026-01-30 14:17:49,2026-01-30 14:17:49
991,28.2,Fabbricazione di altre macchine di impiego generale,Manufacture of other general-purpose machinery,3,28,2,991,2026-01-30 14:17:49,2026-01-30 14:17:49
992,28.21,"Fabbricazione di forni, caldaie e apparecchiature fisse per il riscaldamento domestico","Manufacture of ovens, furnaces and permanent household heating equipment",4,28.2,3,992,2026-01-30 14:17:49,2026-01-30 14:17:49
993,28.21.1,Fabbricazione di forni,Manufacture of ovens and furnaces,5,28.21,4,993,2026-01-30 14:17:49,2026-01-30 14:17:49
994,28.21.10,Fabbricazione di forni,Manufacture of ovens and furnaces,6,28.21.1,5,994,2026-01-30 14:17:49,2026-01-30 14:17:49
995,28.21.2,Fabbricazione di caldaie e apparecchiature fisse per il riscaldamento domestico,Manufacture of permanent household heating equipment,5,28.21,4,995,2026-01-30 14:17:49,2026-01-30 14:17:49
996,28.21.20,Fabbricazione di caldaie e apparecchiature fisse per il riscaldamento domestico,Manufacture of permanent household heating equipment,6,28.21.2,5,996,2026-01-30 14:17:49,2026-01-30 14:17:49
997,28.22,Fabbricazione di apparecchi di sollevamento e movimentazione,Manufacture of lifting and handling equipment,4,28.2,3,997,2026-01-30 14:17:49,2026-01-30 14:17:49
998,28.22.0,Fabbricazione di apparecchi di sollevamento e movimentazione,Manufacture of lifting and handling equipment,5,28.22,4,998,2026-01-30 14:17:49,2026-01-30 14:17:49
999,28.22.01,"Fabbricazione di ascensori, scale mobili e tappeti mobili","Manufacture of lifts, escalators and moving walkways",6,28.22.0,5,999,2026-01-30 14:17:49,2026-01-30 14:17:49
1000,28.22.09,Fabbricazione di altri apparecchi di sollevamento e movimentazione,Manufacture of other lifting and handling equipment,6,28.22.0,5,1000,2026-01-30 14:17:49,2026-01-30 14:17:49
1001,28.23,"Fabbricazione di macchine e attrezzature per ufficio, esclusi computer e unità periferiche","Manufacture of office machinery and equipment, except computers and peripheral equipment",4,28.2,3,1001,2026-01-30 14:17:50,2026-01-30 14:17:50
1002,28.23.0,"Fabbricazione di macchine e attrezzature per ufficio, esclusi computer e unità periferiche","Manufacture of office machinery and equipment, except computers and peripheral equipment",5,28.23,4,1002,2026-01-30 14:17:50,2026-01-30 14:17:50
1003,28.23.00,"Fabbricazione di macchine e attrezzature per ufficio, esclusi computer e unità periferiche","Manufacture of office machinery and equipment, except computers and peripheral equipment",6,28.23.0,5,1003,2026-01-30 14:17:50,2026-01-30 14:17:50
1004,28.24,Fabbricazione di utensili portatili a motore,Manufacture of power-driven hand tools,4,28.2,3,1004,2026-01-30 14:17:50,2026-01-30 14:17:50
1005,28.24.0,Fabbricazione di utensili portatili a motore,Manufacture of power-driven hand tools,5,28.24,4,1005,2026-01-30 14:17:50,2026-01-30 14:17:50
1006,28.24.00,Fabbricazione di utensili portatili a motore,Manufacture of power-driven hand tools,6,28.24.0,5,1006,2026-01-30 14:17:50,2026-01-30 14:17:50
1007,28.25,Fabbricazione di apparecchiature di climatizzazione per uso non domestico,Manufacture of non-domestic air conditioning equipment,4,28.2,3,1007,2026-01-30 14:17:50,2026-01-30 14:17:50
1008,28.25.0,Fabbricazione di apparecchiature di climatizzazione per uso non domestico,Manufacture of non-domestic air conditioning equipment,5,28.25,4,1008,2026-01-30 14:17:50,2026-01-30 14:17:50
1009,28.25.00,Fabbricazione di apparecchiature di climatizzazione per uso non domestico,Manufacture of non-domestic air conditioning equipment,6,28.25.0,5,1009,2026-01-30 14:17:50,2026-01-30 14:17:50
1010,28.29,Fabbricazione di altre macchine di impiego generale n.c.a.,Manufacture of other general-purpose machinery n.e.c.,4,28.2,3,1010,2026-01-30 14:17:50,2026-01-30 14:17:50
1011,28.29.1,Fabbricazione di bilance e distributori automatici,Manufacture of weighing machinery and automatic goods vending machines,5,28.29,4,1011,2026-01-30 14:17:50,2026-01-30 14:17:50
1012,28.29.10,Fabbricazione di bilance e distributori automatici,Manufacture of weighing machinery and automatic goods vending machines,6,28.29.1,5,1012,2026-01-30 14:17:50,2026-01-30 14:17:50
1013,28.29.2,Fabbricazione di impianti di distillazione o rettificazione per raffinerie di petrolio e industrie chimiche,Manufacture of distilling or rectifying plant for petroleum refineries and chemical industries,5,28.29,4,1013,2026-01-30 14:17:50,2026-01-30 14:17:50
1014,28.29.20,Fabbricazione di impianti di distillazione o rettificazione per raffinerie di petrolio e industrie chimiche,Manufacture of distilling or rectifying plant for petroleum refineries and chemical industries,6,28.29.2,5,1014,2026-01-30 14:17:50,2026-01-30 14:17:50
1015,28.29.3,"Fabbricazione di macchine per la dosatura, la confezione e per l'imballaggio",Manufacture of packing and wrapping machinery,5,28.29,4,1015,2026-01-30 14:17:50,2026-01-30 14:17:50
1016,28.29.30,"Fabbricazione di macchine per la dosatura, la confezione e per l'imballaggio",Manufacture of packing and wrapping machinery,6,28.29.3,5,1016,2026-01-30 14:17:50,2026-01-30 14:17:50
1017,28.29.4,Fabbricazione di macchine per la pulizia per uso non domestico,Manufacture of cleaning machines for non-domestic use,5,28.29,4,1017,2026-01-30 14:17:50,2026-01-30 14:17:50
1018,28.29.41,"Fabbricazione di macchine per la pulizia di pavimenti, superfici e ambienti per uso non domestico","Manufacture of cleaning machines for cleaning floors, surfaces and rooms for non-domestic use",6,28.29.4,5,1018,2026-01-30 14:17:50,2026-01-30 14:17:50
1019,28.29.49,Fabbricazione di altre macchine per la pulizia per uso non domestico,Manufacture of other cleaning machines for non-domestic use,6,28.29.4,5,1019,2026-01-30 14:17:50,2026-01-30 14:17:50
1020,28.29.9,Fabbricazione di altre macchine varie di impiego generale,Manufacture of other various general-purpose machinery,5,28.29,4,1020,2026-01-30 14:17:50,2026-01-30 14:17:50
1021,28.29.91,Fabbricazione di apparecchi per depurare e filtrare liquidi,Manufacture of filtering or purifying machinery and apparatus for liquids,6,28.29.9,5,1021,2026-01-30 14:17:50,2026-01-30 14:17:50
1022,28.29.92,"Fabbricazione di livelle, metri doppi a nastro e utensili simili, strumenti di precisione per meccanica","Manufacture of levels, tape measures and similar hand tools, machinists' precision tools",6,28.29.9,5,1022,2026-01-30 14:17:50,2026-01-30 14:17:50
1023,28.29.99,Fabbricazione di altre macchine varie di impiego generale n.c.a.,Manufacture of other various general-purpose machinery n.e.c.,6,28.29.9,5,1023,2026-01-30 14:17:50,2026-01-30 14:17:50
1024,28.3,Fabbricazione di macchine per l'agricoltura e la silvicoltura,Manufacture of agricultural and forestry machinery,3,28,2,1024,2026-01-30 14:17:50,2026-01-30 14:17:50
1025,28.30,Fabbricazione di macchine per l'agricoltura e la silvicoltura,Manufacture of agricultural and forestry machinery,4,28.3,3,1025,2026-01-30 14:17:50,2026-01-30 14:17:50
1026,28.30.1,Fabbricazione di trattori per l'agricoltura e la silvicoltura,Manufacture of agriculture and forestry tractors,5,28.30,4,1026,2026-01-30 14:17:50,2026-01-30 14:17:50
1027,28.30.10,Fabbricazione di trattori per l'agricoltura e la silvicoltura,Manufacture of agriculture and forestry tractors,6,28.30.1,5,1027,2026-01-30 14:17:50,2026-01-30 14:17:50
1028,28.30.9,Fabbricazione di altre macchine per l'agricoltura e la silvicoltura,Manufacture of other agricultural and forestry machinery,5,28.30,4,1028,2026-01-30 14:17:50,2026-01-30 14:17:50
1029,28.30.91,Fabbricazione di macchine per il giardinaggio e la cura del verde,Manufacture of gardening and landscaping machinery,6,28.30.9,5,1029,2026-01-30 14:17:50,2026-01-30 14:17:50
1030,28.30.99,Fabbricazione di altre macchine per l'agricoltura e la silvicoltura n.c.a.,Manufacture of other agricultural and forestry machinery n.e.c.,6,28.30.9,5,1030,2026-01-30 14:17:50,2026-01-30 14:17:50
1031,28.4,Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili,Manufacture of metal forming machinery and machine tools,3,28,2,1031,2026-01-30 14:17:50,2026-01-30 14:17:50
1032,28.41,Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli,Manufacture of metal forming machinery and machine tools for metal work,4,28.4,3,1032,2026-01-30 14:17:50,2026-01-30 14:17:50
1033,28.41.0,Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli,Manufacture of metal forming machinery and machine tools for metal work,5,28.41,4,1033,2026-01-30 14:17:50,2026-01-30 14:17:50
1034,28.41.00,Fabbricazione di macchine per la deformazione dei metalli e di altre macchine utensili per la lavorazione dei metalli,Manufacture of metal forming machinery and machine tools for metal work,6,28.41.0,5,1034,2026-01-30 14:17:50,2026-01-30 14:17:50
1035,28.42,Fabbricazione di altre macchine utensili,Manufacture of other machine tools,4,28.4,3,1035,2026-01-30 14:17:50,2026-01-30 14:17:50
1036,28.42.0,Fabbricazione di altre macchine utensili,Manufacture of other machine tools,5,28.42,4,1036,2026-01-30 14:17:50,2026-01-30 14:17:50
1037,28.42.00,Fabbricazione di altre macchine utensili,Manufacture of other machine tools,6,28.42.0,5,1037,2026-01-30 14:17:50,2026-01-30 14:17:50
1038,28.9,Fabbricazione di altre macchine per impieghi speciali,Manufacture of other special-purpose machinery,3,28,2,1038,2026-01-30 14:17:50,2026-01-30 14:17:50
1039,28.91,Fabbricazione di macchine per la metallurgia,Manufacture of machinery for metallurgy,4,28.9,3,1039,2026-01-30 14:17:50,2026-01-30 14:17:50
1040,28.91.0,Fabbricazione di macchine per la metallurgia,Manufacture of machinery for metallurgy,5,28.91,4,1040,2026-01-30 14:17:50,2026-01-30 14:17:50
1041,28.91.00,Fabbricazione di macchine per la metallurgia,Manufacture of machinery for metallurgy,6,28.91.0,5,1041,2026-01-30 14:17:50,2026-01-30 14:17:50
1042,28.92,"Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction",4,28.9,3,1042,2026-01-30 14:17:50,2026-01-30 14:17:50
1043,28.92.0,"Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction",5,28.92,4,1043,2026-01-30 14:17:50,2026-01-30 14:17:50
1044,28.92.00,"Fabbricazione di macchine da miniera, cava e cantiere","Manufacture of machinery for mining, quarrying and construction",6,28.92.0,5,1044,2026-01-30 14:17:50,2026-01-30 14:17:50
1045,28.93,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing",4,28.9,3,1045,2026-01-30 14:17:50,2026-01-30 14:17:50
1046,28.93.0,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing",5,28.93,4,1046,2026-01-30 14:17:50,2026-01-30 14:17:50
1047,28.93.00,"Fabbricazione di macchine per l'industria alimentare, delle bevande e del tabacco","Manufacture of machinery for food, beverage and tobacco processing",6,28.93.0,5,1047,2026-01-30 14:17:50,2026-01-30 14:17:50
1048,28.94,"Fabbricazione di macchine per l'industria tessile, dell'abbigliamento e del cuoio","Manufacture of machinery for textile, apparel and leather production",4,28.9,3,1048,2026-01-30 14:17:50,2026-01-30 14:17:50
1049,28.94.1,Fabbricazione di macchine tessili,Manufacture of textile machinery,5,28.94,4,1049,2026-01-30 14:17:50,2026-01-30 14:17:50
1050,28.94.10,Fabbricazione di macchine tessili,Manufacture of textile machinery,6,28.94.1,5,1050,2026-01-30 14:17:50,2026-01-30 14:17:50
1051,28.94.2,Fabbricazione di macchine per la lavorazione delle pelli e del cuoio,Manufacture of leather machinery,5,28.94,4,1051,2026-01-30 14:17:50,2026-01-30 14:17:50
1052,28.94.20,Fabbricazione di macchine per la lavorazione delle pelli e del cuoio,Manufacture of leather machinery,6,28.94.2,5,1052,2026-01-30 14:17:50,2026-01-30 14:17:50
1053,28.94.3,Fabbricazione di macchine per lavanderie e stirerie,Manufacture of laundry machinery,5,28.94,4,1053,2026-01-30 14:17:50,2026-01-30 14:17:50
1054,28.94.30,Fabbricazione di macchine per lavanderie e stirerie,Manufacture of laundry machinery,6,28.94.3,5,1054,2026-01-30 14:17:50,2026-01-30 14:17:50
1055,28.95,Fabbricazione di macchine per l'industria della carta e del cartone,Manufacture of machinery for paper and paperboard production,4,28.9,3,1055,2026-01-30 14:17:50,2026-01-30 14:17:50
1056,28.95.0,Fabbricazione di macchine per l'industria della carta e del cartone,Manufacture of machinery for paper and paperboard production,5,28.95,4,1056,2026-01-30 14:17:50,2026-01-30 14:17:50
1057,28.95.00,Fabbricazione di macchine per l'industria della carta e del cartone,Manufacture of machinery for paper and paperboard production,6,28.95.0,5,1057,2026-01-30 14:17:50,2026-01-30 14:17:50
1058,28.96,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma,Manufacture of plastics and rubber machinery,4,28.9,3,1058,2026-01-30 14:17:50,2026-01-30 14:17:50
1059,28.96.0,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma,Manufacture of plastics and rubber machinery,5,28.96,4,1059,2026-01-30 14:17:50,2026-01-30 14:17:50
1060,28.96.00,Fabbricazione di macchine per l'industria delle materie plastiche e della gomma,Manufacture of plastics and rubber machinery,6,28.96.0,5,1060,2026-01-30 14:17:50,2026-01-30 14:17:50
1061,28.97,Fabbricazione di macchine per la produzione additiva,Manufacture of additive manufacturing machinery,4,28.9,3,1061,2026-01-30 14:17:50,2026-01-30 14:17:50
1062,28.97.0,Fabbricazione di macchine per la produzione additiva,Manufacture of additive manufacturing machinery,5,28.97,4,1062,2026-01-30 14:17:50,2026-01-30 14:17:50
1063,28.97.01,Fabbricazione di macchine per la produzione additiva per deposizione di materiali metallici,Manufacture of additive manufacturing machinery by metal deposit,6,28.97.0,5,1063,2026-01-30 14:17:50,2026-01-30 14:17:50
1064,28.97.02,Fabbricazione di macchine per la produzione additiva per deposizione di materie plastiche o di gomma,Manufacture of additive manufacturing machinery by plastics or rubber deposit,6,28.97.0,5,1064,2026-01-30 14:17:50,2026-01-30 14:17:50
1065,28.97.09,Fabbricazione di macchine per la produzione additiva n.c.a.,Manufacture of additive manufacturing machinery n.e.c.,6,28.97.0,5,1065,2026-01-30 14:17:50,2026-01-30 14:17:50
1066,28.99,Fabbricazione di altre macchine per impieghi speciali n.c.a.,Manufacture of other special-purpose machinery n.e.c.,4,28.9,3,1066,2026-01-30 14:17:50,2026-01-30 14:17:50
1067,28.99.1,Fabbricazione di macchine per la stampa e la legatoria,Manufacture of printing and bookbinding machines,5,28.99,4,1067,2026-01-30 14:17:50,2026-01-30 14:17:50
1068,28.99.10,Fabbricazione di macchine per la stampa e la legatoria,Manufacture of printing and bookbinding machines,6,28.99.1,5,1068,2026-01-30 14:17:50,2026-01-30 14:17:50
1069,28.99.2,Fabbricazione di robot industriali con compiti multipli per scopi speciali,Manufacture of industrial robots for multiple uses,5,28.99,4,1069,2026-01-30 14:17:50,2026-01-30 14:17:50
1070,28.99.20,Fabbricazione di robot industriali con compiti multipli per scopi speciali,Manufacture of industrial robots for multiple uses,6,28.99.2,5,1070,2026-01-30 14:17:50,2026-01-30 14:17:50
1071,28.99.9,Fabbricazione di altre macchine varie per impieghi speciali n.c.a.,Manufacture of other various special-purpose machinery n.e.c.,5,28.99,4,1071,2026-01-30 14:17:50,2026-01-30 14:17:50
1072,28.99.91,"Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e relative attrezzature","Manufacture of aircraft launching gear, aircraft carrier catapults and related equipment",6,28.99.9,5,1072,2026-01-30 14:17:50,2026-01-30 14:17:50
1073,28.99.92,"Fabbricazione di giostre, altalene e altre attrazioni di divertimento","Manufacture of roundabouts, swings and other fairground amusements",6,28.99.9,5,1073,2026-01-30 14:17:50,2026-01-30 14:17:50
1074,28.99.93,Fabbricazione di apparecchiature per l'allineamento e il bilanciamento delle ruote e altre apparecchiature per il bilanciamento,Manufacture of tyre alignment and balancing equipment and other balancing equipment,6,28.99.9,5,1074,2026-01-30 14:17:50,2026-01-30 14:17:50
1075,28.99.99,Fabbricazione di tutte le altre macchine varie per impieghi speciali n.c.a.,Manufacture of all other various special-purpose machinery n.e.c.,6,28.99.9,5,1075,2026-01-30 14:17:50,2026-01-30 14:17:50
1076,29,"Fabbricazione di autoveicoli, rimorchi e semirimorchi","Manufacture of motor vehicles, trailers and semi-trailers",2,C,1,1076,2026-01-30 14:17:50,2026-01-30 14:17:50
1077,29.1,Fabbricazione di autoveicoli,Manufacture of motor vehicles,3,29,2,1077,2026-01-30 14:17:50,2026-01-30 14:17:50
1078,29.10,Fabbricazione di autoveicoli,Manufacture of motor vehicles,4,29.1,3,1078,2026-01-30 14:17:50,2026-01-30 14:17:50
1079,29.10.0,Fabbricazione di autoveicoli,Manufacture of motor vehicles,5,29.10,4,1079,2026-01-30 14:17:50,2026-01-30 14:17:50
1080,29.10.00,Fabbricazione di autoveicoli,Manufacture of motor vehicles,6,29.10.0,5,1080,2026-01-30 14:17:50,2026-01-30 14:17:50
1081,29.2,Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi,Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers,3,29,2,1081,2026-01-30 14:17:50,2026-01-30 14:17:50
1082,29.20,Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi,Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers,4,29.2,3,1082,2026-01-30 14:17:50,2026-01-30 14:17:50
1083,29.20.0,Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi,Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers,5,29.20,4,1083,2026-01-30 14:17:50,2026-01-30 14:17:50
1084,29.20.00,Fabbricazione di carrozzerie per autoveicoli; fabbricazione di rimorchi e semirimorchi,Manufacture of bodies and coachwork for motor vehicles; manufacture of trailers and semi-trailers,6,29.20.0,5,1084,2026-01-30 14:17:50,2026-01-30 14:17:50
1085,29.3,Fabbricazione di parti e accessori per autoveicoli,Manufacture of motor vehicle parts and accessories,3,29,2,1085,2026-01-30 14:17:50,2026-01-30 14:17:50
1086,29.31,Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli,Manufacture of electrical and electronic equipment for motor vehicles,4,29.3,3,1086,2026-01-30 14:17:50,2026-01-30 14:17:50
1087,29.31.0,Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli,Manufacture of electrical and electronic equipment for motor vehicles,5,29.31,4,1087,2026-01-30 14:17:50,2026-01-30 14:17:50
1088,29.31.00,Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli,Manufacture of electrical and electronic equipment for motor vehicles,6,29.31.0,5,1088,2026-01-30 14:17:50,2026-01-30 14:17:50
1089,29.32,Fabbricazione di altre parti e accessori per autoveicoli,Manufacture of other parts and accessories for motor vehicles,4,29.3,3,1089,2026-01-30 14:17:50,2026-01-30 14:17:50
1090,29.32.0,Fabbricazione di altre parti e accessori per autoveicoli,Manufacture of other parts and accessories for motor vehicles,5,29.32,4,1090,2026-01-30 14:17:50,2026-01-30 14:17:50
1091,29.32.00,Fabbricazione di altre parti e accessori per autoveicoli,Manufacture of other parts and accessories for motor vehicles,6,29.32.0,5,1091,2026-01-30 14:17:50,2026-01-30 14:17:50
1092,30,Fabbricazione di altri mezzi di trasporto,Manufacture of other transport equipment,2,C,1,1092,2026-01-30 14:17:50,2026-01-30 14:17:50
1093,30.1,Costruzione di navi e imbarcazioni,Building of ships and boats,3,30,2,1093,2026-01-30 14:17:50,2026-01-30 14:17:50
1094,30.11,Costruzione di navi e di strutture galleggianti per scopi civili,Building of civilian ships and floating structures,4,30.1,3,1094,2026-01-30 14:17:50,2026-01-30 14:17:50
1095,30.11.0,Costruzione di navi e di strutture galleggianti per scopi civili,Building of civilian ships and floating structures,5,30.11,4,1095,2026-01-30 14:17:50,2026-01-30 14:17:50
1096,30.11.00,Costruzione di navi e di strutture galleggianti per scopi civili,Building of civilian ships and floating structures,6,30.11.0,5,1096,2026-01-30 14:17:50,2026-01-30 14:17:50
1097,30.12,Costruzione di imbarcazioni da diporto e sportive,Building of pleasure and sporting boats,4,30.1,3,1097,2026-01-30 14:17:50,2026-01-30 14:17:50
1098,30.12.0,Costruzione di imbarcazioni da diporto e sportive,Building of pleasure and sporting boats,5,30.12,4,1098,2026-01-30 14:17:50,2026-01-30 14:17:50
1099,30.12.00,Costruzione di imbarcazioni da diporto e sportive,Building of pleasure and sporting boats,6,30.12.0,5,1099,2026-01-30 14:17:50,2026-01-30 14:17:50
1100,30.13,Costruzione di navi e imbarcazioni per scopi militari,Building of military ships and vessels,4,30.1,3,1100,2026-01-30 14:17:50,2026-01-30 14:17:50
1101,30.13.0,Costruzione di navi e imbarcazioni per scopi militari,Building of military ships and vessels,5,30.13,4,1101,2026-01-30 14:17:50,2026-01-30 14:17:50
1102,30.13.00,Costruzione di navi e imbarcazioni per scopi militari,Building of military ships and vessels,6,30.13.0,5,1102,2026-01-30 14:17:50,2026-01-30 14:17:50
1103,30.2,Costruzione di locomotive e di materiale rotabile ferro-tranviario,Manufacture of railway locomotives and rolling stock,3,30,2,1103,2026-01-30 14:17:50,2026-01-30 14:17:50
1104,30.20,Costruzione di locomotive e di materiale rotabile ferro-tranviario,Manufacture of railway locomotives and rolling stock,4,30.2,3,1104,2026-01-30 14:17:50,2026-01-30 14:17:50
1105,30.20.0,Costruzione di locomotive e di materiale rotabile ferro-tranviario,Manufacture of railway locomotives and rolling stock,5,30.20,4,1105,2026-01-30 14:17:50,2026-01-30 14:17:50
1106,30.20.00,Costruzione di locomotive e di materiale rotabile ferro-tranviario,Manufacture of railway locomotives and rolling stock,6,30.20.0,5,1106,2026-01-30 14:17:50,2026-01-30 14:17:50
1107,30.3,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti",Manufacture of air and spacecraft and related machinery,3,30,2,1107,2026-01-30 14:17:50,2026-01-30 14:17:50
1108,30.31,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili",Manufacture of civilian air and spacecraft and related machinery,4,30.3,3,1108,2026-01-30 14:17:50,2026-01-30 14:17:50
1109,30.31.0,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili",Manufacture of civilian air and spacecraft and related machinery,5,30.31,4,1109,2026-01-30 14:17:50,2026-01-30 14:17:50
1110,30.31.00,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi civili",Manufacture of civilian air and spacecraft and related machinery,6,30.31.0,5,1110,2026-01-30 14:17:50,2026-01-30 14:17:50
1111,30.32,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari",Manufacture of military air and spacecraft and related machinery,4,30.3,3,1111,2026-01-30 14:17:50,2026-01-30 14:17:50
1112,30.32.0,"Fabbricazione di aeromobili, veicoli spaziali e relativi equipaggiamenti per scopi militari",Manufacture of military air and spacecraft and related machinery,5,30.32,4,1112,2026-01-30 14:17:50,2026-01-30 14:17:50
